description,label_history,label_food,label_adventure,label_culture,label_nature,label_relaxation,label_shopping,label_nightlife,label_family,label_local_experience,label_luxury,label_budget_conscious,label_accessibility,label_early_riser,label_night_owl,label_off_beaten_path,label_instagram_worthy,label_needs_breaks,label_sustainable,label_vegetarian,label_group_activities
"I love exploring ancient ruins and bustling markets,  preferring to soak up the local culture after dark – I'm definitely a night owl!  I also crave adventurous hikes through stunning landscapes, always trying to minimize my impact on the environment and seeking out vegetarian-friendly local eateries along the way.

I'm all about immersive cultural experiences,  especially if they involve a good hike in nature. Give me a sustainable eco-lodge and a vibrant night market, and I'm happy as can be –  I'm a vegetarian, by the way.


I'm drawn to places brimming with history and natural beauty,  and I love exploring them at my own pace, ideally after sunset.  Finding delicious vegetarian food and minimizing my environmental footprint are always top priorities for me.",0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"I love to unwind on vacation,  so I prioritize places with good spas and opportunities to just chill.  Finding delicious vegetarian food is a must for me, and easy access to everything is key since I use a wheelchair.

I really need a relaxing getaway with amazing vegetarian eats;  getting around easily is also super important for me.",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"We love exploring nature, but also enjoy a fun night out with the family – finding affordable group activities is key for us, and after a busy day, relaxing is a must!",0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
"I love exploring historical sites, trying the local cuisine – street food is my favorite! – and I'm always up for a hike in nature, but I also appreciate a good, affordable night out with the locals.

I'm really into immersing myself in the culture, discovering hidden gems, and savoring delicious, authentic food without breaking the bank; a lively evening scene is a bonus!

Give me ancient ruins, vibrant markets brimming with local delicacies, stunning landscapes, and a buzzing nightlife that doesn't cost a fortune, and I'm in heaven.",1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"I love exploring historical sites,  but I also need a good dose of nature and some time for shopping – ideally, something with a local feel, maybe a family-friendly market with Instagram-worthy backdrops.  We're definitely up for group activities too!",1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1
"My ideal trip involves exploring pristine natural landscapes with my family, ideally somewhere off the beaten track where we can minimize our environmental impact.  We love discovering hidden gems and supporting local communities, making sure our travels are as sustainable as possible.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"I love exploring nature, finding those perfect Instagram-worthy shots, but I also need downtime to recharge after a busy day of sightseeing and shopping for unique souvenirs.  Evenings are for soaking up the local nightlife; finding hidden gems and experiencing the culture firsthand is key for me.

I'm all about finding those beautiful natural spots, grabbing some amazing photos for the 'gram, and then hitting up the local markets for some unique finds.  I need a good balance of activity and relaxation, and I definitely want to experience authentic nightlife.

Give me bustling markets, stunning landscapes perfect for my Instagram feed, and some lively bars – I need that mix of adventure, relaxation, and local flavor to really feel like I've experienced a place.",0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
"I love exploring historical sites with my family, but we also need downtime to relax and recharge by the beach or in nature;  we're pretty active as a group, though, so we like to mix in some guided tours and shared activities.  I'm a vegetarian, so finding restaurants that cater to that is important, and we definitely need to schedule some breaks throughout the day to avoid burnout.",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"I love exploring vibrant nightlife scenes, but I also need a place that's family-friendly with plenty of activities for the kids.  Finding somewhere with gorgeous, Instagrammable spots is a must for me, and as a vegetarian, I hope there are lots of delicious plant-based options available.

My ideal trip balances lively evenings with kid-friendly fun; think beautiful scenery I can capture for the 'gram and restaurants that cater to my vegetarian diet.",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
"I love exploring different cultures, but I also need my downtime –  a luxurious spa day after a long hike is my ideal way to recharge. My family's always with me on these adventures, and while I'm a night owl, we all need those breaks to keep up with the pace.

Or:

Give me stunning natural landscapes, rich cultural experiences, and a touch of luxury, and you've got my perfect vacation. Family time is key, but honestly, I function best with a bit of quiet time to myself late at night to process everything.  My kids know that means I sometimes need a break!",0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
"I love hitting the markets early to snag unique souvenirs before the crowds arrive, then unwinding with a relaxing massage later in the day.  Evenings are for exploring the local nightlife and soaking up the atmosphere – a good balance of activity and chill time is key for me.",0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"I'm happiest exploring hidden trails and waking up before sunrise to catch the best light on a stunning vista, then spending the afternoon indulging in local cuisine.  Give me a remote mountain village with amazing food over a crowded tourist spot any day!",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"I love exploring local markets and trying the street food – it's a great way to experience a culture authentically without breaking the bank.  Finding places that are easy to get around in is also important to me, so I can make the most of my time.

I'm all about immersing myself in the local culture, and I prefer to eat where the locals eat –  cheap eats are a bonus! Accessible sights and transport are essential for me to really enjoy my travels.

Give me delicious, affordable food and a chance to interact with locals, and I'm happy – as long as I can get around easily.",0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"My ideal trip involves exploring new cultures with my family, but we definitely need some downtime built in –  a luxurious resort with a pool would be amazing!  We love immersing ourselves in local life, but also appreciate a little pampering after a day of sightseeing.",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"I love exploring different cultures, finding amazing local markets and trying the street food –  it’s all part of the adventure, and I always try to do it without breaking the bank.

I'm all about immersing myself in the local scene, finding hidden gems, and experiencing a place authentically; good food and unique shopping are a must, of course!",0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"I love exploring off-the-beaten-path destinations, trying local foods wherever I go, and I'm always up before sunrise to make the most of each day.  Finding affordable options is a must for me, and I try to travel as sustainably as possible, opting for eco-friendly accommodations and minimizing my environmental impact.",0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"I love soaking up the local culture, but I also really need some downtime to unwind – preferably in a luxurious setting.  Honestly, I'm more interested in finding those hidden gems, the truly off-the-beaten-path experiences, than hitting the typical tourist traps.

I crave relaxation and cultural immersion,  so I usually seek out high-end accommodations in lesser-known places.  It's all about finding that perfect balance of luxury and unique experiences.",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
I love starting my day early to catch the sunrise and then maybe explore a local market before joining a group hike through stunning scenery;  I'm always up for trying new foods and relaxing with a good book in the evening after a day of adventures and souvenir shopping.,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"I love exploring ancient ruins and bustling markets, soaking up the local culture while I shop 'til I drop – preferably late at night!  I'm happiest joining a group tour for a bit of adventure, and thankfully, most places have great vegetarian options.


I'm a night owl who thrives on the energy of group travel; exploring historical sites and vibrant markets is my idea of a perfect adventure, especially when I can find delicious veggie food to fuel my late-night explorations.",1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"My ideal vacation involves plenty of downtime to relax with the kids, but we also need some breaks built into the day so it doesn't feel rushed.  Honestly, I'm all about beautiful scenery – those Instagram-worthy shots are a must!",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"I love exploring historical sites, especially those tucked away off the beaten path, and I'm always looking for eco-friendly ways to travel.  I'm happiest when I'm surrounded by nature and connecting with others who share my passion for discovering unique places.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"I love exploring vibrant cultures, indulging in delicious, locally-sourced meals at upscale restaurants, and experiencing the energy of a city's nightlife scene – all while prioritizing eco-friendly choices and making sure everything is easily accessible for me.  Or, put another way: I'm all about luxurious, sustainable adventures that are fully inclusive and offer a rich cultural immersion with amazing food and unforgettable nights out.",0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
"I'm a night owl who loves exploring nature, whether it's hiking a mountain at sunrise or finding a hidden beach at sunset.  I also really prioritize sustainable travel options and enjoy a vibrant nightlife scene after a day of adventure.

I adore getting lost in nature, but I’m definitely not a morning person!  Give me a lively bar scene and eco-friendly accommodations any day.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"I love starting my day early to get the best deals at the local markets, then spending the afternoon relaxing by the pool with my family before heading out for a luxurious dinner and some lively nightlife.",0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"I love immersing myself in local cultures, trying all the delicious vegetarian food, and sharing those amazing experiences with a group – especially if there are some seriously Instagrammable spots along the way!  Or, I'm all about exploring the vibrant food scene and taking cooking classes with others – stunning backdrops for my photos are a must!",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"I love immersing myself in local cultures, trying all the unique foods, and exploring lesser-known spots – ideally with a small group of like-minded travelers who care about minimizing their environmental impact.

I'm drawn to places off the tourist trail where I can experience authentic culture and delicious, local cuisine, and I prefer to travel sustainably, often joining guided group tours that prioritize responsible practices.

Give me a vibrant, culturally rich destination with amazing food, and I’m happy exploring hidden gems with a small, eco-conscious group.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"I love exploring local cultures and soaking up the atmosphere, especially if it means getting up early to catch the sunrise in some stunning, Instagrammable spot.  For me, a perfect trip balances those incredible cultural experiences with plenty of downtime to relax and unwind.",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"My family and I love exploring historical sites, but we're also up before dawn to beat the crowds and discover those hidden gems off the tourist trail.  Evenings, though, we're all about lively nightlife and finding the best veggie options wherever we go.",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
"I'm an early bird who loves exploring new places, hitting up vibrant night markets for delicious vegetarian street food with my family, and making sure everything's accessible for everyone.  I'm all about active adventures, but I also appreciate a relaxing evening after a day of sightseeing.",0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
"I love exploring new cultures, trying amazing local food – especially street food!– and finding those hidden gems that make for killer Instagram shots, all while keeping things affordable for my family.  We're all about unique adventures, the kind you don't read about in guidebooks.

My family and I prioritize authentic experiences; we want to eat where the locals eat and see the places tourists usually miss.  Good food, incredible sights, and a great story to tell afterward – that's our ideal vacation.

We're always up for an adventure, but we're also mindful of our budget and seek out family-friendly activities that deliver a rich cultural experience and provide some incredible photo opportunities.",0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
"I love exploring hidden gems, immersing myself in local cultures, and discovering ancient ruins— give me a vibrant night market over a sterile tourist trap any day!  Sustainable travel is a must for me; I want to experience the beauty of nature without harming it.

I'm drawn to places off the beaten track, where I can connect with history and experience authentic culture firsthand, ideally with a lively nightlife scene nearby to round things off.",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"I love exploring different cultures, especially when I can learn about the local history and involve my family; we try to do it affordably and in ways that support the local community and minimize our impact on the environment.

My ideal trip blends historical sites with cultural immersion, all while keeping things eco-friendly and easy on the wallet – family time is key, of course!

We're always looking for authentic, sustainable experiences that won't break the bank; seeing historical places and learning about different cultures with my family is our favorite thing to do.",1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
"I love soaking up the local culture, but I also need my downtime –  exploring museums all day isn't really my style, I prefer to do it at my own pace and then unwind in the evening.  Finding affordable options is important to me, so I'm always on the lookout for deals, and honestly, my favorite part of any trip is exploring the nightlife once the crowds have died down.

I'm a big fan of experiencing a place's unique atmosphere and history, but I definitely prioritize relaxation and I'm not a morning person; give me a late-night market over an early-morning hike any day.  Plus, I try to travel without breaking the bank.",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"I love soaking up the local atmosphere, exploring ancient ruins and bustling markets – but I also need my downtime to truly unwind and recharge.  Late nights are my jam, so I'll happily wander cobblestone streets under the stars, making sure to choose eco-friendly options along the way.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"I love exploring historical sites, but I also need time to wander through markets and find unique souvenirs – plus, I'm a vegetarian so I'm always hunting for delicious plant-based meals!  I'm definitely an early bird, so I like to get out and enjoy nature before the crowds arrive.",1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"I love exploring stunning natural landscapes, but I also really enjoy a vibrant nightlife scene – ideally, a luxurious one with great group activities planned.  Finding delicious vegetarian options is a must, too!",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
"I love finding those hidden gem cafes with amazing food and beautiful, Instagram-worthy settings – somewhere I can relax and people-watch while enjoying a delicious meal.  Plus, I always need to squeeze in some serious shopping, but I do need easy access to everything, so good public transport is a must!",0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"I love finding unique, Instagrammable spots, but I also need to be mindful of my spending –  a good mix of shopping and exploring the nightlife scene is perfect for me, and of course, everything needs to be easily accessible.

I'm all about vibrant nightlife and cool shops, but I travel on a shoestring so I need to find affordable options;  plus, I'm always on the hunt for that perfect photo op, so accessibility is key.

Give me bustling markets, incredible night scenes, and beautiful places to photograph – all without breaking the bank and easy to get around!",0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0
"I love finding a balance between relaxing on a beach, exploring vibrant nightlife, and getting out into nature – hiking or maybe just a scenic drive.  Then, of course, I always make time for some shopping, ideally for local crafts and unique souvenirs, and I'm a vegetarian, so I'm always on the lookout for delicious veggie-friendly restaurants.",0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"I love exploring historical sites with my family, but we definitely need downtime built into our days;  long sightseeing days are great, but we need a chance to relax and recharge in the evenings.  We also enjoy joining guided tours or other group activities to learn more and meet other people.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"I love to be out and about exploring the nightlife, but I'm also an early riser who needs my downtime – a good balance of relaxation is essential for me.  Everything needs to be easily accessible too, I hate wasting time struggling to get around.",0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"I love exploring local markets and finding unique, ethically made souvenirs;  we always try to find eco-lodges nestled in stunning natural settings for a luxurious family getaway that truly immerses us in the local culture.

My family and I adore discovering hidden gems –  a beautiful hike followed by a delicious meal at a family-run restaurant in a historic town is our idea of a perfect day. We prioritize sustainable travel and appreciate the little luxuries that make a trip truly special.",0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"I love finding those hidden gems most tourists miss, grabbing a delicious and affordable meal, and then spending the afternoon browsing local markets for unique souvenirs – a perfect blend of relaxation and adventure for me.

I'm all about unwinding, exploring lesser-known spots, and indulging in tasty, inexpensive eats.  Shopping's a big part of my trips, but I prefer quirky local finds to big brand stores.

Give me a good street food scene, a chance to relax on a quiet beach, and some time to explore off the main tourist drag and I'm happy.  I don't need luxury, just good value and unique experiences.",0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"I'm a total night owl, so I love exploring cities after dark – hitting up the vibrant nightlife and finding hidden gems.  Give me thrilling adventures, preferably accessible ones, and I'm in! Plus,  I'm vegetarian, so plenty of delicious plant-based options are a must.",0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"My family and I love exploring historical sites, especially if they're locally owned and sustainably run;  we're often out late, enjoying the vibrant nightlife and amazing vegetarian food scene – we're practically night owls!

I'm all about delicious vegetarian food and exploring history, and my family loves a buzzing nightlife scene – the more sustainable options, the better!


We're a family that loves discovering historical places, savoring incredible vegetarian cuisine, and staying up late soaking in the local nightlife;  finding eco-friendly options is a must for us.",1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0
"I love exploring new places, hitting up local markets for unique souvenirs, and making memories with my kids—we're always up for an adventure!  Evenings are my favorite time to really soak in the atmosphere, maybe grab some delicious vegetarian street food and chat with the locals.

My family and I are always seeking out exciting adventures;  I especially love finding hidden gems and unique shopping experiences, and we’re not afraid to stay up late to experience the local nightlife and grab some amazing vegetarian eats.",0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"I love exploring historical sites with my family, immersing ourselves in local culture – even if it means venturing off the well-trodden tourist paths.  Finding affordable, authentic experiences is key for us, and we're not afraid to stay up late to soak in the atmosphere.

My family and I are always looking for lesser-known historical gems; we're happy to explore the cultural nuances of a place even on a shoestring budget, and we often find ourselves out and about long after the sun sets.",1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
"I love exploring ancient ruins and trying exciting new activities,  but I also really enjoy browsing local markets for unique souvenirs and indulging in delicious vegetarian food – especially when it's made with locally sourced ingredients and I get to share the experience with a fun group.

I'm always up for an adventure, whether it's hiking through a jungle or exploring a bustling city market for the freshest produce.  I'm a vegetarian, so finding great veggie options is a must, and I love to immerse myself in the local culture by joining group tours and trying traditional dishes.


I'm drawn to places steeped in history,  and I find the best way to experience a new place is by joining a group and trying the local vegetarian food and shopping at the markets.  It's all about the adventure and the shared experiences!",1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"I love exploring new cultures, finding unique souvenirs, and snapping photos of stunning natural landscapes – especially if they're off the beaten path and haven't been totally overrun by tourists.  I'm always searching for sustainable options and those truly Instagrammable moments that make a trip unforgettable.

I really prioritize experiencing local culture and finding those hidden gems while traveling, whether it's a vibrant market bursting with unique goods or a breathtaking natural wonder that leaves me speechless.  I’m drawn to places where I can explore responsibly and capture stunning photos for my feed.

Give me a culturally rich destination with amazing hiking trails and opportunities for mindful shopping, and I'm in heaven! I'm all about eco-friendly choices and places that'll make my Instagram followers jealous.",0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"I love exploring local markets and finding unique souvenirs, and I'm a total night owl –  the best cultural experiences often happen after dark!  Plus,  I need things to be easily accessible,  so good public transport or easily navigable streets are a must for me.

I'm all about soaking up the local culture, especially the late-night scene, and I always make time for shopping – preferably in places that are easy to get around.",0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"I love exploring new places with my family, indulging in delicious vegetarian cuisine at upscale restaurants, and experiencing the vibrant nightlife – but always looking for eco-friendly options.  Or, I'm all about luxurious, sustainable stays and finding the best veggie dishes while still enjoying a lively evening scene with my loved ones.",0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
"I love exploring vibrant cultures and soaking up the atmosphere, especially at night – give me buzzing markets and cool bars!  But I also need downtime to recharge amidst stunning nature; think hidden waterfalls and breathtaking views for my Instagram feed. Plus, good shopping is a must, and everything needs to be relatively easy to get around.",0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"I love exploring historical sites with my family, especially when we can get a truly local feel for the place, savoring amazing food and staying up late to soak it all in —  we try to be mindful of the environment too, of course.",1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
"My ideal vacation involves exploring new cultures with my family, enjoying outdoor activities together, and finding some peaceful time to relax amidst stunning natural scenery. We love group tours and trying local vegetarian food, making sure everyone has a fun and fulfilling experience.",0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"My ideal vacation involves stunning natural scenery—the kind that begs for an Instagram post!—where my family and I can relax and recharge, enjoying delicious vegetarian meals.

We love finding peaceful spots in nature, capturing beautiful photos for memories, and spending quality time together without a hectic schedule.  It's all about unwinding and creating those perfect family moments amidst breathtaking views.

I'm looking for somewhere beautiful and relaxing, with lots of opportunities for amazing nature photos, perfect for my vegetarian family.",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"I love exploring nature, especially if it involves a hike followed by some serious souvenir shopping!  I'm definitely a night owl, so evening markets and group tours that go late are perfect for me.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"I'm a night owl who loves exploring ancient ruins and bustling markets, always seeking out unique local eats and sustainable options –  the thrill of adventure and a good bargain are my perfect combination.",1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"I love exploring historical sites, especially if I can find unique, ethically-made souvenirs – I'm always up before dawn to beat the crowds and ensure I have plenty of time to soak it all in.  I prioritize places that are easily accessible for everyone, so I can truly enjoy the experience.",1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"My family and I love exploring different cultures, trying local foods, and doing group activities –  we always look for affordable options and try to travel in a way that's kind to the environment.

We're always on the hunt for authentic cultural experiences, delicious and reasonably priced meals, and fun group tours that don’t break the bank; sustainability is important to us too.

Finding family-friendly activities that are both culturally enriching and budget-friendly is key for our vacations; delicious food is a must, and minimizing our environmental impact is always a priority.",0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
"I love waking up before sunrise to catch the best light for photos – those golden hour shots are just Instagram gold!  Then I'll spend the day hiking and exploring nature, grabbing amazing local food along the way, but I definitely need some downtime in the afternoon to recharge before heading out again.

I'm an early bird who thrives on stunning scenery and delicious meals, but honestly,  I need a few quiet moments to relax throughout the day to avoid burnout.  My ideal trip is a balance of adventure and calm, with plenty of opportunities for breathtaking pictures.",0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"I love exploring historical sites and immersing myself in local culture, especially when I can do it with a group and learn about sustainable tourism practices;  a vibrant nightlife scene is always a bonus!",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"I love exploring vibrant nightlife and immersing myself in local culture, but I also crave adventurous activities – ideally something I can share with my family and a group.  We're always looking for authentic, local experiences, and I try to stick to vegetarian options whenever possible.",0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
"I love exploring local cultures, hitting up the markets for unique finds, and experiencing the vibrant nightlife – but I'm always looking for deals and prefer to do things with a group.  Plus, you'll usually find me up before sunrise, ready to make the most of the day!",0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"I love exploring hidden gems, trying new vegetarian dishes at local markets, and then hitting up a vibrant night scene with a fun group – the best shopping is always found when you're a little off the beaten path!

I'm all about exciting adventures, whether it's a cooking class or hiking a less-traveled trail, followed by delicious vegetarian food and a lively night out with friends, ideally after a day of unique shopping finds.",0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
"My family and I love exploring new places, especially if there's amazing food and plenty of opportunities for group adventures – something with a stunning backdrop for Instagram, of course! We also try to be mindful travelers, opting for eco-friendly choices whenever possible, and I always enjoy finding unique souvenirs in local markets.

I'm all about exciting group activities and delicious, authentic food experiences on my travels, particularly if they offer incredible photo opportunities.  My family and I prioritize sustainable tourism, too; finding ways to give back and minimize our environmental impact is really important to us.

We're a family who thrives on adventure and beautiful scenery – the kind you just have to share on Instagram!  Great food is a must, and we love finding unique shops and local markets along the way, always keeping sustainability in mind.",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"I love soaking up history, but I also need my downtime – a good balance of exploring ancient ruins and then chilling by the pool afterward.  I'm definitely an early bird, always keen to get out and experience the local culture before the crowds arrive, maybe grabbing breakfast at a market or joining a walking tour.",1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"I love exploring vibrant nightlife scenes, hitting up local markets for unique finds, and immersing myself in a city's culture—all while making sure my travels are eco-friendly and accessible to everyone.  I'm always on the lookout for stunning, Instagram-worthy spots for photos, and I'm keen to experience something adventurous, too.",0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
"My ideal vacation involves exploring historical sites with my family, but we definitely need downtime built in – I'm not one for jam-packed itineraries.  We're pretty good at keeping busy during the day, but honestly, I'm a night owl and often find the evenings are when we have our best family time and can truly relax.",1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"I love exploring local markets and trying all the street food, then hitting up a cool bar with live music later;  I'm all about soaking up the culture and getting those Instagram-worthy shots of amazing places, preferably with a fun group of people.

I'm a foodie at heart, and I always prioritize experiences that let me connect with the local culture – think cooking classes and vibrant night markets, all while snapping photos for the 'gram and sharing the fun with friends.",0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"I'm always up for exploring ancient ruins and off-the-beaten-path destinations; give me history and adventure!  I'm a vegetarian, so finding delicious plant-based meals is a must, and I love staying up late to catch those magical golden hour shots for my Instagram.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"I love exploring ancient ruins and bustling night markets, getting up with the sun to really soak in a place before the crowds arrive, and I always try to find accessible ways to experience the local culture firsthand;  it's the best way to truly feel like you're part of the adventure.",1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"I love exploring historical sites and soaking up the local culture, but I also need downtime to recharge between busy days of sightseeing and vibrant nights out.  Give me ancient ruins, bustling markets, delicious vegetarian food, and stunning Instagram-worthy views – all while making sure I have time to relax!",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
"I love exploring nature, especially if it involves a delicious meal at a local spot—I'm happiest wandering around at sunset and grabbing affordable eats.  Honestly, I need a little downtime during the day to recharge, otherwise I'm totally burnt out.",0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"I love exploring new places with my family, hitting up the local markets for unique souvenirs, then staying out late to experience the city's vibrant nightlife – I'm definitely a night owl!  We usually join group tours or cooking classes to get the most out of our adventures, but I also crave some quiet time in nature, maybe a hike or a relaxing picnic.",0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
"I love discovering hidden gems and quirky shops while traveling, and I'm definitely a night owl –  give me bustling markets and lively bars until the sun comes up! I thrive in a group setting,  exploring new places with others and making memories together.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
"I love exploring ancient ruins before the crowds arrive, then diving into the local markets for unique souvenirs and maybe a late-night drink or two – I'm always up for a good adventure, and prefer to support local businesses and sustainable practices whenever I can.

I'm an early riser who craves history and vibrant nightlife;  give me bustling markets, hidden historical gems, and a lively evening scene, all while minimizing my environmental impact.


I'm a history buff who gets up with the sun to explore, then spends the afternoon shopping for ethically-sourced goods before enjoying the local nightlife.",1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"My ideal trip involves exploring hidden gems with my family, indulging in amazing food experiences, and maybe a little luxury shopping along the way – we love doing things together!

I'm all about unique, off-the-beaten-path adventures with my family;  good food and a bit of high-end shopping are essential, but most of all, I want to create unforgettable memories with my loved ones as a group.

We love finding those hidden restaurants and local markets, then spending the afternoon exploring the quirky shops before a delicious dinner – quality family time in beautiful, unusual places is key for us.",0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"My family and I love exploring new cultures, hitting up local markets for unique souvenirs, and I'm always up for a guided tour or a group cooking class – as long as there's plenty of delicious vegetarian food! We also adore spending time in nature, hiking trails, and visiting national parks.",0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"I love waking up early to catch the sunrise over stunning landscapes, then spending the day exploring nature before heading out for some vibrant nightlife later.  I definitely need some downtime to relax between all the adventures, and of course, I always need to grab some Instagram-worthy shots of the amazing places I visit!",0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
